1	0	0	21350	48.980000
1	1	0	38900	88.770000
1	2	0	4000	8.580000
1	3	0	35650	79.180000
1	4	0	1050	2.380000
1	5	0	23800	51.980000
1	6	0	2650	6.150000
1	7	0	57650	128.320000
1	8	0	3000	7.650000
1	9	0	15350	35.320000
1	10	0	6700	14.360000
1	11	0	9650	21.120000
1	12	0	1250	2.550000
1	13	0	5000	10.750000
1	14	0	8900	19.400000
1	15	0	7250	16.260000
1	16	0	5150	11.520000
1	17	0	2000	4.540000
1	18	0	18050	41.380000
1	19	0	9350	20.640000
1	20	0	4450	9.810000
1	21	0	109350	240.840000
1	22	0	1700	4.250000
1	23	0	7300	15.870000
1	24	0	65500	146.600000
1	25	0	24050	52.300000
1	26	0	1950	4.200000
1	27	0	300	0.620000
1	28	0	18750	44.210000
1	29	0	24750	54.730000
1	30	0	2500	5.350000
1	31	0	1550	3.320000
1	32	0	34400	77.040000
1	33	0	10350	22.890000
1	34	0	5350	13.320000
1	35	0	9100	20.230000
1	36	0	11400	26.630000
1	37	0	7350	16.300000
1	38	0	3550	7.860000
1	39	0	5550	13.380000
1	40	0	8450	19.540000
1	41	0	110150	250.200000
1	42	0	8750	19.290000
1	43	0	7050	15.260000
1	44	0	2850	6.530000
1	45	0	1700	3.490000
1	46	0	41100	91.310000
1	47	0	32200	73.700000
1	48	0	15100	34.400000
1	49	0	1700	3.970000
