3	0	1	200	1463.840000
3	1	0	300	820.820000
3	2	0	600	239.840000
3	3	1	400	1496.630000
3	4	1	400	1487.230000
3	5	0	300	17.830000
3	6	0	300	643.530000
3	7	1	300	1473.800000
3	8	1	300	1503.990000
3	9	1	400	1460.710000
3	10	1	100	1455.610000
3	11	0	300	457.190000
3	12	1	400	1473.250000
3	13	1	500	1449.300000
3	14	1	300	1477.350000
3	15	1	300	1460.450000
3	16	1	200	1457.960000
3	17	1	300	1453.860000
3	18	0	400	463.690000
3	19	1	300	1493.820000
3	20	1	300	1471.180000
3	21	1	400	1486.540000
3	22	1	300	1481.850000
3	23	0	300	468.640000
3	24	1	200	1468.030000
