0	0	0	40	0.170000
0	1	0	60	0.120000
0	2	0	40	0.490000
0	3	0	40	0.100000
0	4	0	40	0.100000
0	5	0	60	0.200000
0	6	0	40	0.090000
0	7	0	80	0.140000
0	8	0	40	0.190000
0	9	0	40	0.100000
0	10	0	40	0.140000
0	11	0	40	0.100000
0	12	0	40	0.100000
0	13	0	60	0.100000
0	14	0	40	0.090000
0	15	0	40	0.130000
0	16	0	40	0.100000
0	17	0	40	0.180000
0	18	0	40	0.100000
0	19	0	60	0.180000
0	20	0	40	0.120000
0	21	0	40	0.610000
0	22	0	40	0.100000
0	23	0	40	0.140000
0	24	0	40	0.490000
0	25	0	40	0.230000
0	26	0	60	0.100000
0	27	0	40	0.100000
0	28	0	80	0.150000
0	29	0	40	0.150000
0	30	0	40	0.090000
0	31	0	40	0.150000
0	32	0	60	0.100000
0	33	0	40	0.110000
0	34	0	60	0.200000
0	35	0	40	0.090000
0	36	0	60	0.330000
0	37	0	40	0.090000
0	38	0	60	0.150000
0	39	0	40	0.260000
0	40	0	60	0.230000
0	41	0	40	0.190000
0	42	0	40	0.240000
0	43	0	40	0.110000
0	44	0	40	0.100000
0	45	0	80	0.150000
0	46	0	40	0.150000
0	47	0	40	0.150000
0	48	0	60	0.150000
0	49	0	60	0.250000
0	50	0	60	0.250000
0	51	0	80	0.100000
0	52	0	40	0.240000
0	53	0	40	0.100000
0	54	0	60	0.110000
0	55	0	60	0.240000
0	56	0	40	0.090000
0	57	0	40	0.090000
0	58	0	40	0.140000
0	59	0	40	0.090000
0	60	0	40	0.100000
0	61	0	40	0.100000
0	62	0	40	0.110000
0	63	0	40	0.390000
0	64	0	40	0.140000
0	65	0	60	0.140000
0	66	0	40	0.090000
0	67	0	40	0.140000
0	68	0	40	0.200000
0	69	0	40	0.100000
0	70	0	60	0.140000
0	71	0	60	0.090000
0	72	0	40	0.150000
0	73	0	60	0.190000
0	74	0	40	0.090000
0	75	0	60	0.180000
0	76	0	40	0.110000
0	77	0	60	0.140000
0	78	0	40	0.090000
0	79	0	40	0.100000
0	80	0	60	0.110000
0	81	0	60	0.110000
0	82	0	40	0.100000
0	83	0	40	0.220000
0	84	0	60	0.300000
0	85	0	40	0.100000
0	86	0	40	0.230000
0	87	0	40	0.100000
0	88	0	40	0.150000
0	89	0	40	0.090000
0	90	0	60	0.190000
0	91	0	40	0.100000
0	92	0	60	0.190000
0	93	0	60	0.110000
0	94	0	80	0.330000
0	95	0	60	0.470000
0	96	0	60	0.090000
0	97	0	80	0.110000
0	98	0	40	0.080000
0	99	0	60	0.360000
