2	0	0	225	70.390000
2	1	0	225	54.190000
2	2	1	150	777.730000
2	3	1	225	781.910000
2	4	1	225	770.320000
2	5	1	150	762.870000
2	6	1	225	790.370000
2	7	0	225	132.620000
2	8	0	225	14.100000
2	9	0	300	22.950000
2	10	1	150	763.480000
2	11	0	225	134.060000
2	12	0	300	58.360000
2	13	0	225	72.040000
2	14	1	450	770.590000
2	15	0	225	133.390000
2	16	0	225	41.710000
2	17	0	300	26.910000
2	18	0	75	690.510000
2	19	1	375	787.360000
2	20	0	225	159.820000
2	21	0	225	203.870000
2	22	1	225	782.500000
2	23	0	225	129.680000
2	24	0	300	6.130000
2	25	1	300	763.080000
2	26	0	225	119.090000
2	27	1	225	755.490000
2	28	0	225	229.780000
2	29	1	225	760.040000
2	30	0	225	778.640000
2	31	0	225	120.030000
2	32	0	375	9.690000
2	33	0	375	220.520000
2	34	0	150	363.040000
2	35	0	225	136.060000
2	36	1	225	772.770000
2	37	0	300	129.020000
2	38	0	300	67.510000
2	39	1	225	782.390000
2	40	0	300	360.640000
2	41	0	150	195.540000
2	42	1	300	776.930000
2	43	1	225	786.100000
2	44	0	225	267.880000
2	45	1	225	754.090000
2	46	0	225	32.240000
2	47	0	375	76.540000
2	48	0	225	648.840000
2	49	0	225	206.680000
2	50	1	150	760.150000
2	51	1	300	779.060000
2	52	0	300	27.510000
2	53	0	300	41.290000
2	54	1	225	792.550000
2	55	0	225	306.090000
2	56	1	225	787.920000
2	57	0	225	393.920000
2	58	0	300	541.090000
2	59	0	300	167.740000
2	60	0	225	116.950000
2	61	0	300	693.130000
2	62	0	225	164.250000
2	63	0	300	264.520000
2	64	0	150	114.970000
2	65	0	225	35.230000
2	66	0	225	317.210000
2	67	0	225	113.860000
2	68	0	300	330.830000
2	69	0	225	67.300000
2	70	0	300	118.680000
2	71	1	225	792.350000
2	72	0	225	48.530000
2	73	0	225	78.180000
2	74	0	225	19.440000
2	75	1	375	769.920000
2	76	0	300	66.210000
2	77	0	375	215.190000
2	78	0	225	211.170000
2	79	0	225	67.640000
2	80	0	375	498.330000
2	81	0	150	67.110000
2	82	0	225	405.960000
2	83	0	300	53.440000
2	84	0	225	64.580000
2	85	1	225	798.750000
2	86	0	225	20.200000
2	87	1	225	777.240000
2	88	0	225	74.870000
2	89	0	225	447.880000
2	90	1	300	789.770000
2	91	0	300	38.790000
2	92	0	225	176.100000
2	93	0	225	39.020000
2	94	1	300	785.090000
2	95	1	225	777.000000
2	96	0	150	670.290000
2	97	0	225	217.610000
2	98	0	300	191.670000
2	99	0	225	400.810000
