3	25	1	328900	1421.180000
3	26	1	338000	1443.460000
3	27	0	289700	1245.840000
3	28	0	300500	1403.110000
3	29	1	334500	2830.850000
3	30	1	332400	2842.210000
3	31	1	333500	2851.310000
3	32	1	330900	2808.580000
3	33	1	335900	2619.630000
3	34	1	339500	2530.320000
3	35	1	334700	2192.210000
3	36	0	266600	1931.000000
3	37	0	105300	749.570000
3	38	1	330600	1798.030000
3	39	1	328700	1786.190000
3	40	0	9500	44.470000
3	41	1	338800	1894.000000
3	42	1	338500	1892.320000
3	43	1	325900	1843.230000
3	44	1	336500	1922.150000
3	45	1	335400	1823.380000
3	46	1	337800	1806.860000
3	47	0	190000	1035.030000
3	48	1	334200	1732.930000
3	49	1	332000	1810.550000
