2	0	0	21975	144.580000
2	1	0	16500	111.650000
2	2	1	235950	1594.580000
2	3	1	239175	1606.410000
2	4	1	235650	1578.750000
2	5	1	232875	1566.790000
2	6	1	239775	1620.090000
2	7	0	41250	272.460000
2	8	0	4275	29.050000
2	9	0	7125	46.370000
2	10	1	235350	1571.610000
2	11	0	41400	274.850000
2	12	0	18375	120.070000
2	13	0	22200	147.990000
2	14	1	237375	1581.990000
2	15	0	39825	274.900000
2	16	0	12300	85.580000
2	17	0	7800	55.410000
2	18	0	208575	1420.060000
2	19	1	242475	1618.880000
2	20	0	49200	328.070000
2	21	0	62100	418.960000
2	22	1	241575	1608.740000
2	23	0	40425	265.990000
2	24	0	2025	12.660000
