50	0	6573	600.180000
50	0	4798	600.150000
50	0	7356	600.200000
50	0	4336	600.170000
50	0	5509	600.160000
50	0	6175	600.220000
50	0	5000	600.250000
50	0	6455	600.190000
50	0	4180	600.240000
50	0	5620	600.200000
50	0	5208	600.190000
50	0	4458	600.150000
50	0	4346	600.260000
50	0	4669	600.230000
50	0	5504	600.160000
50	0	7399	600.250000
50	0	5405	600.170000
50	0	4729	600.180000
50	0	5491	600.240000
50	0	4963	600.160000
50	0	12182	600.270000
50	0	5351	600.180000
50	0	5392	600.230000
50	0	4633	600.240000
50	0	6913	600.240000
