100	0	217	601.340000
100	0	194	602.890000
100	0	205	601.650000
100	0	184	601.250000
100	0	190	600.810000
100	0	204	600.440000
100	0	189	600.670000
100	0	193	600.480000
100	0	218	601.180000
100	0	198	601.570000
100	0	218	602.330000
100	0	187	600.260000
100	0	183	603.110000
100	0	191	602.430000
100	0	198	601.130000
100	0	203	600.080000
100	0	189	600.110000
100	0	203	601.650000
100	0	189	602.580000
100	0	233	601.810000
100	0	189	600.670000
100	0	207	601.320000
100	0	212	600.230000
100	0	197	600.100000
100	0	218	601.180000
