25	0	173691	601.620000
25	0	246071	601.910000
25	0	338505	602.440000
25	0	137618	601.370000
25	1	143801	320.010000
25	0	215459	601.840000
25	1	185566	217.330000
25	1	26822	47.010000
25	0	450389	602.710000
25	1	106459	195.790000
25	0	443163	603.040000
25	0	173326	601.610000
25	0	190333	601.710000
25	0	368129	602.490000
25	0	286679	602.310000
25	0	197395	601.900000
25	0	185346	601.610000
25	0	311536	602.220000
25	0	371296	602.780000
25	0	286758	602.010000
25	0	858776	604.070000
25	1	183078	335.570000
25	1	49412	103.470000
25	0	497903	602.930000
25	1	105215	134.600000
