25	420.286875	420.286875	4068	0.033554
25	402.296073	402.296073	4452	0.037818
25	393.389352	393.389352	4089	0.034205
25	418.098550	418.098550	3443	0.028141
25	429.437284	429.437284	3520	0.027994
25	413.011077	413.011077	4090	0.033087
25	398.243028	398.243028	4147	0.033400
25	401.525060	401.525060	3884	0.031112
25	405.213135	405.213135	3874	0.034962
25	440.565592	440.565592	3892	0.053410
25	372.922102	372.922102	4665	0.039323
25	443.093508	443.093508	3478	0.028885
25	419.580070	419.580070	3504	0.028656
25	409.782624	409.782624	4319	0.036945
25	427.194231	427.194231	3842	0.033998
25	395.446763	395.446763	3921	0.032698
25	393.618431	393.618431	4008	0.033181
25	432.600799	432.600799	4192	0.034363
25	374.440003	374.440003	3772	0.030217
25	404.553300	404.553300	3812	0.031580
25	390.131299	390.131299	3751	0.030218
25	387.503289	387.503289	3793	0.030109
25	401.140944	401.140944	4267	0.034917
25	381.658735	381.658735	3675	0.030681
25	427.801644	427.801644	4061	0.035228
