0	0	50	524.252713	524.252713	21135	0.230552
0	1	50	580.795882	580.795882	16979	0.179488
0	2	50	542.510772	542.510772	16636	0.180380
1	0	50	602.343488	602.343488	24781	0.257728
1	1	50	645.149243	645.149243	17352	0.185899
1	2	50	597.475073	597.475073	27119	0.289718
2	0	50	571.430856	571.430856	24310	0.251238
2	1	50	545.740455	545.740455	16381	0.170206
2	2	50	556.758293	556.758293	24754	0.258489
3	0	50	554.042256	554.042256	19989	0.215565
3	1	50	558.818077	558.818077	19553	0.202420
3	2	50	566.245738	566.245738	24379	0.249679
4	0	50	577.365937	577.365937	22771	0.238693
4	1	50	514.096113	514.096113	18147	0.195533
4	2	50	602.049398	602.049398	18040	0.203864
5	0	50	605.172825	605.172825	25538	0.265903
5	1	50	554.472756	554.472756	17523	0.181396
5	2	50	582.823185	582.823185	16537	0.175444
6	0	50	535.395430	535.395430	19385	0.211417
6	1	50	561.498378	561.498378	20885	0.240732
6	2	50	437.159323	437.159323	19727	0.203170
7	0	50	481.900475	481.900475	22309	0.236660
7	1	50	566.161143	566.161143	17771	0.183538
7	2	50	543.645700	543.645700	24987	0.253336
8	0	50	529.651257	529.651257	19518	0.219625
8	1	50	572.631800	572.631800	16533	0.172982
8	2	50	559.864063	559.864063	23932	0.249476
9	0	50	703.378173	703.378173	17334	0.179145
9	1	50	601.826948	601.826948	20368	0.212140
9	2	50	613.051823	613.051823	19232	0.204240
10	0	50	561.239244	561.239244	19371	0.203904
10	1	50	528.932695	528.932695	27236	0.281544
10	2	50	559.686931	559.686931	21909	0.224106
11	0	50	538.665320	538.665320	21233	0.233830
11	1	50	518.394400	518.394400	21444	0.219205
11	2	50	602.735741	602.735741	19994	0.212058
12	0	50	591.431210	591.431210	18407	0.194771
12	1	50	508.338733	508.338733	18290	0.184662
12	2	50	558.138807	558.138807	18597	0.206703
13	0	50	575.184909	575.184909	15895	0.167953
13	1	50	520.031858	520.031858	20094	0.212658
13	2	50	498.140235	498.140235	27223	0.284250
14	0	50	528.592635	528.592635	29874	0.301562
14	1	50	534.111539	534.111539	17665	0.198306
14	2	50	536.970261	536.970261	21354	0.227759
15	0	50	562.481379	562.481379	23351	0.241622
15	1	50	606.259547	606.259547	16130	0.170268
15	2	50	607.443778	607.443778	19572	0.216283
16	0	50	534.960568	534.960568	21675	0.229891
16	1	50	518.834892	518.834892	16984	0.177132
16	2	50	553.230889	553.230889	21324	0.216702
17	0	50	612.777414	612.777414	22320	0.230856
17	1	50	601.436557	601.436557	18570	0.200775
17	2	50	626.093052	626.093052	29915	0.307669
18	0	50	579.412854	579.412854	18657	0.194208
18	1	50	535.796035	535.796035	18349	0.187734
18	2	50	534.551158	534.551158	20551	0.213294
19	0	50	543.515081	543.515081	17164	0.184351
19	1	50	592.720197	592.720197	23089	0.239394
19	2	50	553.843638	553.843638	21687	0.222476
20	0	50	543.621076	543.621076	17743	0.181356
20	1	50	515.518636	515.518636	24931	0.253702
20	2	50	536.362768	536.362768	18099	0.191300
21	0	50	659.536041	659.536041	19182	0.200660
21	1	50	688.654466	688.654466	17198	0.178755
21	2	50	639.672743	639.672743	20784	0.215158
22	0	50	607.389083	607.389083	17883	0.187296
22	1	50	493.280738	493.280738	26653	0.285483
22	2	50	525.880843	525.880843	21467	0.218484
23	0	50	520.529977	520.529977	22967	0.237849
23	1	50	584.697679	584.697679	17955	0.182973
23	2	50	558.318922	558.318922	20415	0.207118
24	0	50	578.846622	578.846622	18920	0.210094
24	1	50	558.583242	558.583242	18530	0.190154
24	2	50	569.454431	569.454431	16706	0.172834
