0	0	25	350.341633	350.341633	5677	0.063202
0	1	25	369.332237	369.332237	6779	0.054143
0	2	25	329.848385	329.848385	5651	0.044049
1	0	25	444.768803	444.768803	5764	0.045989
1	1	25	421.293017	421.293017	5622	0.043658
1	2	25	516.648414	516.648414	5350	0.044875
2	0	25	416.935308	416.935308	6042	0.047805
2	1	25	420.323023	420.323023	6050	0.051816
2	2	25	407.981715	407.981715	5785	0.044799
3	0	25	418.747109	418.747109	6007	0.049101
3	1	25	373.955924	373.955924	5674	0.043223
3	2	25	454.691438	454.691438	6414	0.051892
4	0	25	393.710879	393.710879	5842	0.045864
4	1	25	415.621074	415.621074	5986	0.048028
4	2	25	406.519858	406.519858	6017	0.047007
5	0	25	485.168064	485.168064	5952	0.048034
5	1	25	425.253993	425.253993	6557	0.050454
5	2	25	444.022345	444.022345	8828	0.070246
6	0	25	440.282651	440.282651	5540	0.044950
6	1	25	480.543091	480.543091	5966	0.047383
6	2	25	475.199385	475.199385	5509	0.042997
7	0	25	348.532478	348.532478	6020	0.050114
7	1	25	377.585580	377.585580	6153	0.048367
7	2	25	380.512869	380.512869	6276	0.050051
8	0	25	392.004935	392.004935	5720	0.046524
8	1	25	344.894530	344.894530	6337	0.052862
8	2	25	378.399244	378.399244	5424	0.042685
9	0	25	408.377886	408.377886	5842	0.048489
9	1	25	386.898154	386.898154	6284	0.049167
9	2	25	397.392108	397.392108	8361	0.064406
10	0	25	378.178268	378.178268	7137	0.055277
10	1	25	359.596034	359.596034	6279	0.052100
10	2	25	357.359844	357.359844	5733	0.053685
11	0	25	432.174557	432.174557	6455	0.050568
11	1	25	406.591104	406.591104	6166	0.052289
11	2	25	436.797436	436.797436	6357	0.062528
12	0	25	361.440410	361.440410	5892	0.047102
12	1	25	256.627374	256.627374	5952	0.046515
12	2	25	305.722148	305.722148	6503	0.050783
13	0	25	487.917256	487.917256	5665	0.046568
13	1	25	466.667521	466.667521	6500	0.054365
13	2	25	444.264537	444.264537	6869	0.055630
14	0	25	406.789546	406.789546	5406	0.044762
14	1	25	371.748985	371.748985	8109	0.063953
14	2	25	455.485823	455.485823	6495	0.053217
15	0	25	422.182844	422.182844	5930	0.047288
15	1	25	413.804316	413.804316	6572	0.062144
15	2	25	469.378204	469.378204	5773	0.047164
16	0	25	317.037216	317.037216	5659	0.046830
16	1	25	321.555662	321.555662	7125	0.055152
16	2	25	366.270724	366.270724	7032	0.055050
17	0	25	454.649586	454.649586	5360	0.041512
17	1	25	432.085707	432.085707	5548	0.044276
17	2	25	465.939510	465.939510	6034	0.046480
18	0	25	422.092675	422.092675	5240	0.041265
18	1	25	412.935467	412.935467	6423	0.053978
18	2	25	361.461344	361.461344	6690	0.052203
19	0	25	388.633086	388.633086	6138	0.048511
19	1	25	437.137504	437.137504	5541	0.045800
19	2	25	389.456799	389.456799	5856	0.045561
20	0	25	422.603961	422.603961	6583	0.051138
20	1	25	442.460185	442.460185	5633	0.048077
20	2	25	406.799007	406.799007	6687	0.058194
21	0	25	431.426613	431.426613	6559	0.058642
21	1	25	486.657421	486.657421	5300	0.045367
21	2	25	427.313443	427.313443	7690	0.061357
22	0	25	471.056212	471.056212	6304	0.052264
22	1	25	479.944424	479.944424	5517	0.043098
22	2	25	433.921846	433.921846	5913	0.047109
23	0	25	401.144374	401.144374	5607	0.043851
23	1	25	409.672824	409.672824	5959	0.049713
23	2	25	346.203990	346.203990	6556	0.050293
24	0	25	377.348321	377.348321	5784	0.046103
24	1	25	336.536161	336.536161	7844	0.060710
24	2	25	379.406291	379.406291	5649	0.046813
