0	0	100	766.440289	766.440289	70459	1.158775
0	1	100	760.016547	760.016547	70658	1.162081
0	2	100	757.094921	757.094921	74297	1.212250
1	0	100	843.754200	843.754200	73308	1.214857
1	1	100	845.089923	845.089923	84981	1.384376
1	2	100	832.637669	832.637669	84352	1.396615
2	0	100	682.461207	682.461207	124385	2.070994
2	1	100	759.701966	759.701966	107000	1.765961
2	2	100	796.367510	796.367510	81513	1.337367
3	0	100	828.263921	828.263921	67676	1.118858
3	1	100	837.050398	837.050398	60527	1.025922
3	2	100	848.141013	848.141013	64290	1.049112
4	0	100	750.243800	750.243800	111402	1.824520
4	1	100	751.850202	751.850202	101496	1.649815
4	2	100	810.969324	810.969324	65445	1.058912
5	0	100	827.842521	827.842521	86355	1.392602
5	1	100	803.503800	803.503800	74976	1.238630
5	2	100	782.662579	782.662579	86261	1.411298
6	0	100	801.301059	801.301059	59209	0.989482
6	1	100	771.595894	771.595894	66767	1.082910
6	2	100	750.553319	750.553319	97699	1.602544
7	0	100	841.969210	841.969210	93358	1.497008
7	1	100	806.576582	806.576582	69167	1.160310
7	2	100	747.158683	747.158683	103940	1.669803
8	0	100	800.105153	800.105153	58566	0.979029
8	1	100	737.647167	737.647167	76795	1.246353
8	2	100	797.974331	797.974331	72922	1.218980
9	0	100	872.414849	872.414849	66724	1.104715
9	1	100	805.995890	805.995890	62704	1.046668
9	2	100	775.526192	775.526192	73575	1.191353
10	0	100	823.989300	823.989300	75837	1.265413
10	1	100	770.230882	770.230882	58534	0.967404
10	2	100	845.361856	845.361856	69988	1.160289
11	0	100	838.384117	838.384117	83869	1.356922
11	1	100	844.125294	844.125294	66092	1.084222
11	2	100	852.835740	852.835740	62318	1.031954
12	0	100	821.907376	821.907376	76675	1.284591
12	1	100	828.558436	828.558436	63080	1.023581
12	2	100	810.633577	810.633577	67971	1.118992
13	0	100	761.865672	761.865672	112737	1.854313
13	1	100	763.055496	763.055496	100259	1.667487
13	2	100	751.740803	751.740803	83466	1.413774
14	0	100	790.645231	790.645231	90529	1.481692
14	1	100	772.738856	772.738856	86423	1.441382
14	2	100	772.264697	772.264697	92960	1.536931
15	0	100	799.517052	799.517052	71259	1.182275
15	1	100	800.190936	800.190936	83961	1.351019
15	2	100	811.591840	811.591840	72212	1.155329
16	0	100	726.249629	726.249629	69808	1.161102
16	1	100	803.337294	803.337294	65924	1.110820
16	2	100	772.887124	772.887124	65286	1.081989
17	0	100	843.837588	843.837588	64564	1.082210
17	1	100	830.135573	830.135573	76737	1.285810
17	2	100	757.890938	757.890938	67701	1.124584
18	0	100	839.051433	839.051433	58947	0.959029
18	1	100	817.979959	817.979959	100163	1.646530
18	2	100	860.906948	860.906948	90286	1.477091
19	0	100	804.329769	804.329769	98542	1.571751
19	1	100	783.156494	783.156494	80562	1.317822
19	2	100	794.048523	794.048523	73699	1.206636
20	0	100	789.945809	789.945809	66951	1.092924
20	1	100	750.164103	750.164103	99562	1.628692
20	2	100	775.825742	775.825742	95749	1.629836
21	0	100	759.463543	759.463543	77540	1.284025
21	1	100	796.012202	796.012202	92875	1.489897
21	2	100	708.508109	708.508109	72978	1.205542
22	0	100	804.386759	804.386759	61002	0.989868
22	1	100	824.567476	824.567476	67847	1.157390
22	2	100	805.624685	805.624685	82172	1.323142
23	0	100	797.299849	797.299849	72504	1.169611
23	1	100	849.323976	849.323976	66532	1.099503
23	2	100	826.894196	826.894196	71617	1.159118
24	0	100	759.417837	759.417837	83403	1.378393
24	1	100	810.506400	810.506400	79925	1.378384
24	2	100	790.821593	790.821593	80719	1.344190
